MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS,START_DATE (YYYYMMDD),END_DATE  (YYYYMMDD)
A01409,22,100000.8,M,M,1200000,1,TYPE-B,33,1,MONTHLY,602322,INFORCE,20090313,
A01410,12,100080,S,M,200004,1,TYPE-B,23,0,MONTHLY,418899,CANCELLED,20090325,20090724
A01411,18,200000,W,F,,6,TYPE-B,67,0,ANNUAL,419444,INFORCE,20090318,
A01412,42,110000,M,M,800004,1,TYPE-B,43,2,ANNUAL,343355,INFORCE,20090313,
A01413,17,100000,M,M,500004,1,TYPE-B,37,2,ANNUAL,378422,INFORCE,20090331,
A01414,33,120000.96,M,M,399996,1,TYPE-B,52,3,MONTHLY,575099,INFORCE,20090316,
A01415,30,100000,M,M,500004,1,TYPE-B,55,2,SEMI-ANNUAL,648400,CANCELLED,20090316,20091113
A01416,9,120000.96,M,M,699996,1,TYPE-B,38,3,MONTHLY,649100,INFORCE,20090330,
A01417,60,200041.56,S,M,500004,1,TYPE-B,23,0,MONTHLY,387411,CANCELLED,20090317,20091016
A01418,12,100000,M,M,699996,1,TYPE-B,29,3,ANNUAL,401899,INFORCE,20090316,
A01419,17,100000,M,M,500004,1,TYPE-B,47,2,ANNUAL,256488,CANCELLED,20090317,20110516
A01420,23,250000,M,M,3999996,1,TYPE-B,62,1,ANNUAL,236111,INFORCE,20090316,
A01421,12,250000,M,M,3999996,5,TYPE-B,62,1,ANNUAL,236111,INFORCE,20090330,
A01422,17,100000,M,M,500004,1,TYPE-B,35,1,ANNUAL,67800,INFORCE,20090316,
A01423,9,100000,,,,1,TYPE-B,69,1,SEMI-ANNUAL,70800,CANCELLED,20090330,20091127
A01424,49,120000.96,M,M,450000,1,TYPE-B,36,1,MONTHLY,107377,INFORCE,20090317,
A01425,9,100000,S,M,600000,1,TYPE-B,33,0,ANNUAL,645588,INFORCE,20090319,
A01426,12,100000.8,S,M,450000,1,TYPE-B,25,0,MONTHLY,528399,INFORCE,20090318,
A01427,20,180000,M,M,500004,1,TYPE-B,64,1,QUARTERLY,398399,CANCELLED,20090319,20090816
A01428,12,100000,,,,1,TYPE-B,72,0,ANNUAL,589922,INFORCE,20090319,
A01429,22,100000,M,M,399996,1,TYPE-B,36,2,SEMI-ANNUAL,462855,INFORCE,20090317,
A01430,24,100000,M,F,,6,TYPE-B,61,3,ANNUAL,607477,INFORCE,20090317,
A01431,17,100000,M,F,330000,1,TYPE-B,49,3,SEMI-ANNUAL,439133,INFORCE,20090330,
A01432,51,104724.99,,,,NA,TYPE-B,46,0,ANNUAL,560833,INFORCE,20090331,
A01433,17,100000,M,M,450000,1,TYPE-B,56,3,SEMI-ANNUAL,643788,INFORCE,20090325,
A01434,12,119999.88,S,M,500004,1,TYPE-B,26,0,MONTHLY,471044,CANCELLED,20090319,20090718
A01435,19,100000,M,M,999996,1,TYPE-B,65,1,SEMI-ANNUAL,343277,INFORCE,20090318,
A01436,12,100000.8,S,M,399996,1,TYPE-B,25,0,MONTHLY,107377,CANCELLED,20090318,20090717
A01437,12,100000.8,S,M,300000,1,TYPE-B,24,0,MONTHLY,542244,CANCELLED,20090319,20090718
A01438,12,100000,M,M,999996,1,TYPE-B,39,2,SEMI-ANNUAL,508255,INFORCE,20090319,
A01439,17,100000,S,M,399996,5,TYPE-B,23,0,ANNUAL,287233,INFORCE,20090323,
A01440,48,275000,M,M,1800000,1,TYPE-B,37,3,ANNUAL,43199,INFORCE,20090320,
A01441,19,100000,S,F,200004,1,TYPE-B,21,0,ANNUAL,287233,CANCELLED,20090323,20110520
A01442,19,100000,S,F,300000,1,TYPE-B,26,0,ANNUAL,287233,CANCELLED,20090320,20110519
A01443,19,100000,S,M,399996,5,TYPE-B,25,0,ANNUAL,287233,CANCELLED,20090319,20100518
A01444,17,100000,M,F,500004,1,TYPE-B,48,2,ANNUAL,504511,INFORCE,20090330,
A01445,31,100000,D,F,699996,1,TYPE-B,44,0,ANNUAL,615811,CANCELLED,20090324,20100523
A01446,12,200000,M,F,,6,TYPE-B,60,2,ANNUAL,63800,INFORCE,20090330,
A01447,12,126000,M,M,275004,5,TYPE-B,53,2,MONTHLY,418899,CANCELLED,20090331,20090727
A01448,30,300002.4,M,M,3000000,1,TYPE-B,55,1,MONTHLY,343411,INFORCE,20090319,
A01449,30,504004.08,M,M,3000000,1,TYPE-B,55,1,MONTHLY,343411,INFORCE,20090319,
A01450,12,100000,M,M,420000,1,TYPE-B,34,1,QUARTERLY,618655,INFORCE,20090324,
A01451,49,120000.96,M,M,249996,1,TYPE-B,35,2,MONTHLY,507788,INFORCE,20090319,
A01452,34,120000,M,M,1500000,1,TYPE-B,51,2,QUARTERLY,343477,INFORCE,20090323,
A01453,31,200000,M,M,349992,1,TYPE-B,53,1,ANNUAL,343344,INFORCE,20090320,
A01454,12,100000,M,M,349992,1,TYPE-B,44,1,SEMI-ANNUAL,493222,INFORCE,20090320,
A01455,9,100000,M,M,300000,1,TYPE-B,57,2,SEMI-ANNUAL,622211,INFORCE,20090326,
A01456,12,100000,S,M,200004,1,TYPE-B,20,0,SEMI-ANNUAL,560888,CANCELLED,20090331,20101127
A01457,44,100000,S,M,800004,1,TYPE-B,41,0,QUARTERLY,16255,CANCELLED,20090326,20090825
A01458,52,100000,S,M,200004,1,TYPE-B,33,0,SEMI-ANNUAL,576211,INFORCE,20090323,
A01459,42,100000,D,F,450000,1,TYPE-B,43,0,SEMI-ANNUAL,542788,INFORCE,20090323,
A01460,56,100000,M,F,500004,1,TYPE-B,27,3,SEMI-ANNUAL,397499,INFORCE,20090323,
A01461,22,100000,M,F,350004,5,TYPE-B,28,2,ANNUAL,587177,INFORCE,20090323,
A01462,12,100000.8,S,M,450000,1,TYPE-B,25,0,MONTHLY,528399,CANCELLED,20090324,20090723
A01463,40,250000,M,M,699996,1,TYPE-B,45,3,ANNUAL,607133,CANCELLED,20090325,20100524
A01464,17,100000,M,F,174996,1,TYPE-B,29,2,ANNUAL,534299,INFORCE,20090323,
A01465,25,100000,M,M,699996,1,TYPE-B,60,2,SEMI-ANNUAL,610000,CANCELLED,20090323,20101122
A01466,12,104554,M,M,500004,1,TYPE-B,53,3,ANNUAL,250499,INFORCE,20090330,
A01467,22,100000,M,M,350004,1,TYPE-B,49,3,ANNUAL,409999,INFORCE,20090331,
A01468,12,150001.2,M,M,500004,1,TYPE-B,56,2,MONTHLY,590455,CANCELLED,20090331,20090727
A01469,12,100000.8,M,M,375000,1,TYPE-B,33,1,MONTHLY,459266,INFORCE,20090324,
A01470,9,119999.88,S,M,320004,1,TYPE-B,26,0,MONTHLY,545122,CANCELLED,20090324,20090723
A01471,12,100000.8,M,M,219996,1,TYPE-B,22,3,MONTHLY,542244,CANCELLED,20090325,20090724
A01472,22,100000,S,M,300000,1,TYPE-B,20,0,ANNUAL,574244,CANCELLED,20090416,20100615
A01473,9,200000.28,S,M,450000,1,TYPE-B,22,0,MONTHLY,545122,INFORCE,20090326,
A01474,12,100000,S,M,174996,5,TYPE-B,29,0,SEMI-ANNUAL,644588,CANCELLED,20090326,20100525
A01475,26,200000,M,M,799992,1,TYPE-B,58,1,SEMI-ANNUAL,343466,CANCELLED,20090325,20110524
A01476,9,100000,M,F,399996,1,TYPE-B,34,2,ANNUAL,200533,CANCELLED,20090324,20100523
A01477,22,100000,M,M,399996,1,TYPE-B,39,2,SEMI-ANNUAL,576755,CANCELLED,20090331,20100527
A01478,49,120000.96,M,M,249996,1,TYPE-B,35,3,MONTHLY,507788,INFORCE,20090324,
A01479,22,100008,M,M,300000,1,TYPE-B,29,1,MONTHLY,576755,INFORCE,20090331,
A01480,22,100000,M,M,440004,1,TYPE-B,45,3,SEMI-ANNUAL,576755,INFORCE,20090409,
A01481,43,100000,M,M,350004,1,TYPE-B,42,2,QUARTERLY,365444,CANCELLED,20090325,20090824
A01482,17,100000,M,M,399996,1,TYPE-B,39,3,SEMI-ANNUAL,504511,INFORCE,20090331,
A01483,12,102000.72,S,M,450000,1,TYPE-B,24,0,MONTHLY,658011,INFORCE,20090325,
A01484,17,100000,M,F,450000,1,TYPE-B,47,1,ANNUAL,418455,CANCELLED,20090325,20100524
A01485,22,100000,M,M,699996,5,TYPE-B,29,1,SEMI-ANNUAL,253355,INFORCE,20090330,
A01486,12,300002.4,M,M,380784,1,TYPE-B,34,1,MONTHLY,13722,CANCELLED,20090330,20090926
A01487,22,119999.88,M,F,380004,5,TYPE-B,46,3,MONTHLY,639666,CANCELLED,20090331,20090727
A01488,9,100000,W,F,380004,1,TYPE-B,63,0,ANNUAL,543988,INFORCE,20090330,
A01489,48,900007.2,M,M,1387896,1,TYPE-B,36,2,MONTHLY,651744,CANCELLED,20090330,20090726
A01490,57,100000,M,M,350004,1,TYPE-B,26,3,QUARTERLY,16255,CANCELLED,20090326,20090825
A01491,28,500000,M,M,6464172,1,TYPE-B,47,3,ANNUAL,101788,CANCELLED,20090331,20110527
A01492,12,119999,M,M,699996,5,TYPE-B,42,1,QUARTERLY,48655,CANCELLED,20090330,20091126
A01493,12,100008,M,M,500004,1,TYPE-B,52,1,MONTHLY,393988,INFORCE,20090330,
A01494,17,100000,M,M,699996,1,TYPE-B,35,2,ANNUAL,591966,CANCELLED,20090326,20100525
A01495,12,149999.88,S,M,300000,1,TYPE-B,26,0,MONTHLY,658722,INFORCE,20090330,
A01496,22,100000,M,M,500004,1,TYPE-B,38,2,SEMI-ANNUAL,493377,CANCELLED,20090330,20091127
A01497,22,100000,M,M,500004,1,TYPE-B,48,3,ANNUAL,200533,CANCELLED,20090409,20100606
A01498,22,200000,M,M,500004,1,TYPE-B,42,2,SEMI-ANNUAL,576755,CANCELLED,20090331,20091127
A01499,9,100000,,,,1,TYPE-B,91,0,ANNUAL,248022,INFORCE,20090330,
A01500,58,180001.44,S,M,650004,1,TYPE-B,25,0,MONTHLY,614755,INFORCE,20090326,
A01501,48,100000,M,M,200004,1,TYPE-B,37,2,SEMI-ANNUAL,499555,INFORCE,20090330,
A01502,30,600004.8,M,M,3000000,1,TYPE-B,55,1,MONTHLY,343411,CANCELLED,20090330,20090726
A01503,30,300002.4,M,M,3000000,1,TYPE-B,55,1,MONTHLY,343411,INFORCE,20090326,
A01504,9,119999.88,S,F,240000,1,TYPE-B,27,0,MONTHLY,426166,CANCELLED,20090330,20100826
A01505,31,100000,W,M,500004,1,TYPE-B,54,0,ANNUAL,256488,CANCELLED,20090330,20110527
A01506,17,100000,M,M,9999996,1,TYPE-B,41,3,ANNUAL,47399,INFORCE,20090330,
A01507,17,100000,M,F,500004,1,TYPE-B,67,1,SEMI-ANNUAL,656300,INFORCE,20090330,
A01508,22,100000,S,M,350004,1,TYPE-B,36,0,ANNUAL,12833,CANCELLED,20090330,20110527
A01509,30,250000,M,M,900000,1,TYPE-B,44,2,ANNUAL,580077,CANCELLED,20090331,20110527
A01510,35,150000,M,M,3600000,1,TYPE-B,50,2,ANNUAL,620699,INFORCE,20090330,
A01511,12,119999.88,M,M,350004,1,TYPE-B,33,2,MONTHLY,259355,INFORCE,20090330,
A01512,9,100000,S,M,540000,1,TYPE-B,26,0,ANNUAL,24544,INFORCE,20090330,
A01513,9,100000,M,M,500004,1,TYPE-B,35,2,ANNUAL,285233,INFORCE,20090330,
A01514,19,100000,M,M,300000,1,TYPE-B,38,1,ANNUAL,358599,INFORCE,20090331,
A01515,51,188000,M,M,750000,1,TYPE-B,34,2,ANNUAL,613577,INFORCE,20090330,
A01516,17,100000,M,F,500004,1,TYPE-B,42,2,ANNUAL,405155,CANCELLED,20090330,20100527
A01517,22,100634.68,M,M,300000,1,TYPE-B,35,2,SEMI-ANNUAL,33444,CANCELLED,20090409,20091208
A01518,22,100000,M,M,219996,1,TYPE-B,26,1,ANNUAL,266499,CANCELLED,20090330,20100527
A01519,22,100000,,,,1,TYPE-B,64,0,SEMI-ANNUAL,507622,CANCELLED,20090330,20101122
A01520,41,180001.44,M,M,699996,1,TYPE-B,44,2,MONTHLY,131988,CANCELLED,20090330,20090827
A01521,12,100000,M,M,350004,5,TYPE-B,46,3,SEMI-ANNUAL,560888,INFORCE,20090330,
A01522,12,100000,M,F,300000,1,TYPE-B,41,3,SEMI-ANNUAL,463799,INFORCE,20090330,
A01523,32,267680,M,M,4793076,5,TYPE-B,42,3,SEMI-ANNUAL,653822,INFORCE,20090423,
A01524,12,100000,M,F,300000,1,TYPE-B,44,3,ANNUAL,250499,INFORCE,20090330,
A01525,17,100000.8,S,M,350004,1,TYPE-B,29,0,MONTHLY,546633,CANCELLED,20090330,20100226
A01526,22,119999.88,M,M,450000,1,TYPE-B,35,3,MONTHLY,98011,CANCELLED,20090331,20110527
A01527,12,100000,M,M,500004,1,TYPE-B,40,1,ANNUAL,70800,CANCELLED,20090330,20100527
A01528,12,100000,M,M,500004,1,TYPE-B,33,1,SEMI-ANNUAL,600466,INFORCE,20090330,
A01529,46,105000,M,M,249996,1,TYPE-B,39,3,SEMI-ANNUAL,414955,CANCELLED,20090330,20100527
A01530,17,150000,W,M,999996,1,TYPE-B,37,0,SEMI-ANNUAL,651600,INFORCE,20090330,
A01531,45,600000,M,F,849996,1,TYPE-B,40,2,QUARTERLY,348355,CANCELLED,20090331,20090827
A01532,40,100000,M,F,300000,1,TYPE-B,45,3,QUARTERLY,16299,INFORCE,20090330,
A01533,12,100000,M,M,240000,1,TYPE-B,25,1,SEMI-ANNUAL,619899,CANCELLED,20090330,20091127
A01534,12,100000,M,M,350004,1,TYPE-B,47,2,ANNUAL,12833,CANCELLED,20090331,20100527
A01535,17,100000,M,M,1200000,1,TYPE-B,36,1,ANNUAL,619144,INFORCE,20090331,
A01536,17,100000,M,M,120000,1,TYPE-B,47,2,SEMI-ANNUAL,328955,INFORCE,20090331,
A01537,12,100000,M,M,249996,1,TYPE-B,38,1,SEMI-ANNUAL,402144,INFORCE,20090330,
A01538,37,100000,M,M,410004,1,TYPE-B,47,1,SEMI-ANNUAL,166644,CANCELLED,20090330,20091127
A01539,57,100000,M,F,174996,1,TYPE-B,26,2,SEMI-ANNUAL,597200,CANCELLED,20090330,20110527
A01540,22,100000.06,M,F,300000,1,TYPE-B,36,3,ANNUAL,486644,INFORCE,20090331,
A01541,22,120000,M,M,300000,5,TYPE-B,41,1,QUARTERLY,664033,INFORCE,20090331,
A01542,27,100000,M,M,399996,1,TYPE-B,57,3,QUARTERLY,573499,INFORCE,20090331,
A01543,13,100000,S,M,600000,1,TYPE-B,72,0,ANNUAL,225699,INFORCE,20090331,
A01544,17,100000,,,,1,TYPE-B,40,0,ANNUAL,70800,CANCELLED,20090331,20100527
A01545,12,100000,M,M,1200000,1,TYPE-B,48,3,ANNUAL,62822,INFORCE,20090331,
A01546,19,100000,M,M,399996,1,TYPE-B,34,1,SEMI-ANNUAL,663255,CANCELLED,20090331,20091127
A01547,12,200001.6,,,,1,TYPE-B,46,0,MONTHLY,466799,INFORCE,20090331,
A01548,12,199999,M,M,500004,1,TYPE-B,38,1,SEMI-ANNUAL,388544,INFORCE,20090331,
A01549,47,100000,M,M,500004,1,TYPE-B,38,1,SEMI-ANNUAL,456188,INFORCE,20090331,
A01550,9,100000,W,F,380004,1,TYPE-B,63,0,ANNUAL,538055,INFORCE,20090331,
A01551,9,250000,M,M,750000,1,TYPE-B,33,3,ANNUAL,538055,INFORCE,20090331,
A01552,9,100000,S,M,399996,1,TYPE-B,27,0,ANNUAL,24544,INFORCE,20090409,
A01553,9,150000,M,F,290004,1,TYPE-B,28,1,ANNUAL,538055,INFORCE,20090331,
A01554,53,180001.44,M,M,300000,1,TYPE-B,30,2,MONTHLY,107377,INFORCE,20090331,
A01555,17,100000.8,S,F,351996,1,TYPE-B,29,0,MONTHLY,226399,CANCELLED,20090331,20090727
A01556,17,100000,S,M,339996,1,TYPE-B,24,0,SEMI-ANNUAL,596255,INFORCE,20090331,
A01557,12,100000,M,F,399996,1,TYPE-B,35,3,SEMI-ANNUAL,639488,INFORCE,20090331,
A01558,12,100000,M,F,300000,1,TYPE-B,28,3,SEMI-ANNUAL,463799,CANCELLED,20090331,20101127
A01559,12,100000,,,,1,TYPE-B,46,0,SEMI-ANNUAL,463799,INFORCE,20090331,
A01560,41,555555,M,M,1800000,1,TYPE-B,44,2,ANNUAL,657955,INFORCE,20090331,
A01561,49,555555,,,,1,TYPE-B,44,1,ANNUAL,657955,INFORCE,20090331,
A01562,9,300000,S,M,500004,1,TYPE-B,26,0,ANNUAL,622211,INFORCE,20090413,
A01563,19,100000,M,M,399996,5,TYPE-B,45,3,ANNUAL,287233,INFORCE,20090422,
A01564,17,100000,M,M,452664,1,TYPE-B,44,3,ANNUAL,81655,INFORCE,20090409,
A01565,49,100000,M,F,120000,1,TYPE-B,36,1,QUARTERLY,530822,CANCELLED,20090331,20090827
A01566,12,101000,M,M,219996,1,TYPE-B,41,3,ANNUAL,665555,CANCELLED,20090331,20100527
A01567,30,150000,M,M,450000,1,TYPE-B,55,3,QUARTERLY,107377,INFORCE,20090331,
A01568,9,100000,,,,1,TYPE-B,50,2,ANNUAL,179355,INFORCE,20090331,
A01569,26,100000,M,M,320004,1,TYPE-B,59,3,QUARTERLY,645222,CANCELLED,20090331,20090827
A01570,17,100000,S,M,300000,1,TYPE-B,21,0,ANNUAL,422111,INFORCE,20090331,
A01571,12,100000,S,M,350004,1,TYPE-B,19,0,SEMI-ANNUAL,494877,INFORCE,20090331,
A01572,17,100000,,,,1,TYPE-B,65,2,ANNUAL,19733,INFORCE,20090331,
A01573,22,1199999.88,M,M,185004,1,TYPE-B,29,3,MONTHLY,508444,INFORCE,20090504,
A01574,12,100200,S,M,300000,1,TYPE-B,26,0,MONTHLY,325777,CANCELLED,20090331,20091227
A01575,34,100000,M,M,500004,1,TYPE-B,51,3,QUARTERLY,347999,CANCELLED,20090331,20091127
A01576,12,100000,M,M,399996,1,TYPE-B,25,1,ANNUAL,176877,INFORCE,20090331,
A01577,12,100000,M,M,849996,5,TYPE-B,29,3,SEMI-ANNUAL,657733,INFORCE,20090331,
A01578,30,200000,M,F,500004,1,TYPE-B,55,3,SEMI-ANNUAL,343344,INFORCE,20090331,
A01579,9,149999.88,M,M,549996,1,TYPE-B,44,2,MONTHLY,143988,INFORCE,20090416,
A01580,22,100000,M,F,399996,1,TYPE-B,52,1,ANNUAL,287233,INFORCE,20090416,
A01581,45,100000,M,M,600000,1,TYPE-B,40,1,ANNUAL,624800,INFORCE,20090331,
A01582,22,100000,M,M,500004,1,TYPE-B,27,1,ANNUAL,624800,INFORCE,20090331,
A01583,12,100000,M,M,249996,5,TYPE-B,29,3,SEMI-ANNUAL,636433,INFORCE,20090331,
A01584,50,100000,M,M,399996,1,TYPE-B,34,2,SEMI-ANNUAL,546366,INFORCE,20090331,
A01585,31,125000,M,M,699996,1,TYPE-B,54,2,QUARTERLY,398399,CANCELLED,20090331,20090827
A01586,17,100000,M,M,300000,5,TYPE-B,25,3,ANNUAL,659922,CANCELLED,20090331,20100527
A01587,12,199999,M,F,300000,1,TYPE-B,28,3,SEMI-ANNUAL,626044,INFORCE,20090331,
A01588,19,100000,M,M,1250004,5,TYPE-B,55,1,ANNUAL,656111,INFORCE,20090409,
A01589,12,100000,M,F,309996,1,TYPE-B,25,3,ANNUAL,309888,INFORCE,20090331,
A01590,12,100000,M,M,350004,1,TYPE-B,26,3,SEMI-ANNUAL,224122,INFORCE,20090331,
A01591,12,100000,S,M,500004,1,TYPE-B,30,0,ANNUAL,309888,INFORCE,20090331,
A01592,22,150000.03,M,F,600000,1,TYPE-B,27,3,ANNUAL,268488,INFORCE,20090409,
A01593,35,199800,M,M,500004,1,TYPE-B,49,3,SEMI-ANNUAL,634300,INFORCE,20090331,
A01594,63,100000.8,S,M,249996,1,TYPE-B,20,0,MONTHLY,224122,INFORCE,20090331,
A01595,50,100000,M,M,600000,1,TYPE-B,35,2,ANNUAL,624800,INFORCE,20090331,
A01596,22,500000,M,M,,6,TYPE-B,63,1,ANNUAL,633677,INFORCE,20090331,
A01597,17,100000,,,,1,TYPE-B,70,0,ANNUAL,20188,INFORCE,20090331,
A01598,17,200000,M,F,999996,5,TYPE-B,37,3,ANNUAL,47399,INFORCE,20090331,
A01599,17,100000,S,M,300000,1,TYPE-B,29,0,SEMI-ANNUAL,405155,INFORCE,20090331,
A01600,52,137001.12,M,M,300000,1,TYPE-B,33,1,MONTHLY,519633,INFORCE,20090331,
A01601,9,100000,M,M,249996,5,TYPE-B,37,1,SEMI-ANNUAL,456444,CANCELLED,20090331,20101127
A01602,37,150000,,,,1,TYPE-B,76,3,ANNUAL,235644,INFORCE,20090331,
A01603,12,100000,M,M,300000,1,TYPE-B,36,3,SEMI-ANNUAL,139966,INFORCE,20090331,
A01604,17,100000,M,M,300000,1,TYPE-B,43,2,ANNUAL,337400,INFORCE,20090331,
A01605,19,100000,M,M,399996,1,TYPE-B,33,1,SEMI-ANNUAL,462855,CANCELLED,20090331,20091127
A01606,42,100000,,,,1,TYPE-B,13,1,ANNUAL,281655,INFORCE,20090409,
A01607,12,100000,M,F,300000,1,TYPE-B,37,2,QUARTERLY,646322,INFORCE,20090331,
A01608,19,100000.8,M,M,300000,1,TYPE-B,66,2,MONTHLY,437600,CANCELLED,20090331,20091213
A01609,12,150000,S,M,300000,1,TYPE-B,19,0,ANNUAL,568800,INFORCE,20090409,
A01610,30,100000,M,M,249996,1,TYPE-B,55,1,ANNUAL,503077,INFORCE,20090409,
A01611,35,400000,M,F,999996,1,TYPE-B,49,2,ANNUAL,569033,CANCELLED,20090413,20100608
A01612,12,400000,M,M,500004,1,TYPE-B,73,1,QUARTERLY,348166,CANCELLED,20090415,20090905
A01613,26,500000,M,M,500004,1,TYPE-B,58,1,QUARTERLY,348166,CANCELLED,20090415,20090906
A01614,12,100001,M,M,350004,1,TYPE-B,26,3,ANNUAL,12833,CANCELLED,20090409,20100607
A01615,12,101500,M,M,999996,5,TYPE-B,40,1,ANNUAL,175811,INFORCE,20090416,
A01616,12,152250,M,M,999996,5,TYPE-B,40,3,ANNUAL,175811,INFORCE,20090416,
A01617,18,600000,M,M,999996,1,TYPE-B,66,3,ANNUAL,644588,INFORCE,20090420,
A01618,22,175000,S,F,720000,1,TYPE-B,41,0,ANNUAL,275499,INFORCE,20090420,
A01619,17,100000,M,M,249996,1,TYPE-B,39,1,SEMI-ANNUAL,490811,CANCELLED,20090413,20091210
A01620,17,100000,,,,1,TYPE-B,40,0,ANNUAL,319055,INFORCE,20090413,
A01621,37,400003.2,M,M,999996,1,TYPE-B,47,3,QUARTERLY,513877,CANCELLED,20090415,20090909
A01622,22,100000,S,M,249996,5,TYPE-B,22,0,ANNUAL,404355,CANCELLED,20090424,20100623
A01623,27,100000.8,M,M,500004,1,TYPE-B,58,3,MONTHLY,552500,CANCELLED,20090415,20091014
A01624,17,229776,M,M,2000004,1,TYPE-B,41,3,ANNUAL,47399,INFORCE,20090417,
A01625,22,100000,M,M,1999992,1,TYPE-B,35,2,ANNUAL,587177,INFORCE,20090415,
A01626,12,100000,,,,1,TYPE-B,54,0,ANNUAL,543222,INFORCE,20090415,
A01627,17,100000,M,F,500004,1,TYPE-B,40,1,ANNUAL,573433,CANCELLED,20090415,20110613
A01628,17,100000.8,,,,6,TYPE-B,83,0,MONTHLY,345733,INFORCE,20090421,
A01629,12,100000,S,M,600000,1,TYPE-B,39,0,ANNUAL,647299,INFORCE,20090421,
A01630,12,100000,S,M,720000,1,TYPE-B,34,0,SEMI-ANNUAL,350122,CANCELLED,20090417,20100616
A01631,12,100000,M,M,249996,5,TYPE-B,29,3,SEMI-ANNUAL,636433,INFORCE,20090420,
A01632,48,100000,S,M,399996,1,TYPE-B,37,0,ANNUAL,272799,INFORCE,20090420,
A01633,51,100000,M,M,399996,1,TYPE-B,34,1,ANNUAL,646122,INFORCE,20090420,
A01634,15,100000,M,M,600000,1,TYPE-B,70,1,ANNUAL,646322,INFORCE,20090420,
A01635,26,199900,M,M,450000,1,TYPE-B,59,2,ANNUAL,247144,CANCELLED,20090421,20100619
A01636,32,800006.4,M,F,1500000,1,TYPE-B,53,1,MONTHLY,343411,INFORCE,20090429,
A01637,17,100000,,,,6,TYPE-B,73,0,ANNUAL,186577,INFORCE,20090429,
A01638,41,100000,M,M,350004,1,TYPE-B,44,1,QUARTERLY,388544,INFORCE,20090422,
A01639,42,100000,M,M,200004,1,TYPE-B,42,2,QUARTERLY,347999,INFORCE,20090427,
A01640,12,100000,M,F,300000,1,TYPE-B,36,2,ANNUAL,639488,INFORCE,20090429,
A01641,12,100000,M,F,300000,1,TYPE-B,33,2,ANNUAL,639488,INFORCE,20090429,
A01642,22,100499.98,S,M,189996,5,TYPE-B,29,0,SEMI-ANNUAL,200533,CANCELLED,20090428,20111227
A01643,17,100000,M,F,309996,1,TYPE-B,25,2,ANNUAL,309888,CANCELLED,20090429,20110627
A01644,17,100000,M,M,999996,1,TYPE-B,35,3,ANNUAL,492766,INFORCE,20090427,
A01645,17,100000,,,,1,TYPE-B,67,0,SEMI-ANNUAL,233977,CANCELLED,20090427,20091226
A01646,17,100000,S,M,500004,1,TYPE-B,30,0,ANNUAL,309888,INFORCE,20090429,
A01647,47,120000.96,M,F,180000,1,TYPE-B,38,2,MONTHLY,343344,CANCELLED,20090427,20110626
A01648,52,137001.12,M,M,300000,1,TYPE-B,33,2,MONTHLY,519633,CANCELLED,20090429,20090827
A01649,17,100000,S,M,399996,1,TYPE-B,27,0,ANNUAL,24544,INFORCE,20090429,
A01650,12,100000,M,F,375000,1,TYPE-B,46,2,ANNUAL,205822,INFORCE,20090429,
A01651,22,100000,S,M,699996,1,TYPE-B,22,0,ANNUAL,47399,INFORCE,20090429,
A01652,17,100000,M,M,699996,1,TYPE-B,29,2,ANNUAL,636111,INFORCE,20090429,
A01653,37,400000,M,M,1024992,1,TYPE-B,48,1,SEMI-ANNUAL,638444,INFORCE,20090429,
A01654,48,100000,S,M,399996,1,TYPE-B,37,0,ANNUAL,272799,INFORCE,20090429,
A01655,17,100000,M,M,399996,1,TYPE-B,46,2,ANNUAL,232655,INFORCE,20090429,
A01656,12,120000,M,M,399996,1,TYPE-B,34,1,QUARTERLY,613699,CANCELLED,20090504,20091003
A01657,12,100000,M,M,199992,1,TYPE-B,46,2,ANNUAL,560888,INFORCE,20090508,
A01658,46,100000,M,M,249996,1,TYPE-B,39,2,SEMI-ANNUAL,613633,INFORCE,20090429,
A01659,12,100020,S,M,219996,1,TYPE-B,24,0,QUARTERLY,459788,CANCELLED,20090508,20091007
A01660,59,120000.96,M,M,249996,1,TYPE-B,24,2,MONTHLY,381166,INFORCE,20090429,
A01661,22,100000,M,M,699996,5,TYPE-B,29,2,SEMI-ANNUAL,253355,CANCELLED,20090429,20091227
A01662,17,100000,M,M,499992,1,TYPE-B,44,2,ANNUAL,544211,INFORCE,20090429,
A01663,37,100000,M,F,500004,1,TYPE-B,47,2,ANNUAL,276200,INFORCE,20090429,
A01664,12,120000,M,M,450000,1,TYPE-B,30,1,ANNUAL,404755,INFORCE,20090429,
A01665,49,255555,,,,1,TYPE-B,44,3,ANNUAL,657955,CANCELLED,20090507,20100705
A01666,22,100000,S,M,249996,1,TYPE-B,23,0,SEMI-ANNUAL,33444,INFORCE,20090505,
A01667,43,300000,M,M,699996,1,TYPE-B,41,1,ANNUAL,494511,CANCELLED,20090505,20110704
A01668,12,100000.8,M,F,500004,1,TYPE-B,45,1,MONTHLY,54377,CANCELLED,20090504,20091103
